FI-LABEL,Final Inspection Product Replacement Labels,1.0000,.9,0.7800,FI.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">Final Inspection Product Replacement Labels</span><span class=\""tigFIProductDescriptionBlock\""><p>Replacement Product Labels available for all products</p></span></div>",Final Inspection,Y,\N
GP-75,75mm Glass System Correction Pad,0.0000,0.0000,0.0000,FI.jpg,\N,Final Inspection,N,\N
BLACKLD-90,90mm Polishing Pad,12.0000,10.7500,9.0700,90mm-black-ld-01.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">90mm Ultra Fine Foam Pad (LD)</span><span class=\""tigFIProductDescriptionBlock\""><p>Very fine polishing foam pad designed to remove swirling and hologramming and increase gloss. No dusting when used with Final Inspection polishes. Will achieve a very high gloss level of up to 96gu</p></span></div>",Final Inspection,Y,\N
GB125,Gloss Boost 125ml,12.5000,11.2500,6.1100,Boost 125ml 250.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">Gloss Boost 125ml</span><span class=\""tigFIProductDescriptionBlock\""><p>Gloss Boost™ is the world's best after-wash gloss enhancer&#44 very quickly and very easily boosting the gloss and reflectivity of any high gloss surface such as paintwork&#44 glass or chrome.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Gloss Boost™ is safe on all exterior surfaces including uncoated plastics. Gloss Boost™ also provides lubrication for safer removal of very light debris such as dust and fingerprints.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Gloss Boost™ has 1% nano-polymers for a small amount of protection.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Also fantastic on interior surfaces such as glossy interior trim&#44 transparent plastics such as instrument cluster covers and TV/Navigation screens&#44 headlights&#44 tail lights -anything that isn't leather&#44 plastic&#44 fabric or vinyl.</p></span><span class=\""tigFIProductDescriptionBlockHeader\""><p>Directions</p></span><ol class=\""tigFIProductDescriptionOrderedList\"" ><li>Apply Gloss Boost™ to a clean and dry vehicle.</li><li>Spray a few pumps* of Gloss Boost™ onto a clean and dry NanoFibre Paintwork Cloth™.</li><li>Working one panel at a time&#44 wipe any paint&#44 glass and chrome turning cloth until a high gloss is achieved.</li></ol></div>",Final Inspection,Y,\N
INT500,Interior Cleanse 5ooml,12.0000,10.7500,6.8300,interior-cleanse-5oo.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">Interior Cleanse 500ml</span><span class=\""tigFIProductDescriptionBlock\""><p>A professional strength&#44 citrus-based Interior Cleanser with fast oil-breaking characteristics. Quick cleaning&#44 low-foaming&#44 pleasant smelling and safe for use on all types of plastic&#44 vinyl and fabric. Interior Cleanse can be used to remove stains&#44 oils&#44 make-up and general dirt and debris from all surfaces quickly and easily. Yellow 'Interior Cleaning' colour coding.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Please Note: Leather Clean Gel is recommended for cleaning leather surfaces</p></span><span class=\""tigFIProductDescriptionBlockHeader\""><p>Directions</p></span><ol class=\""tigFIProductDescriptionOrderedList\"" ><li>For best results&#44 spray a few pumps of Interior Clenase™ onto a slightly damp Final Inspection NanoFibre Interior Cloth™</li><li>Wipe surfaces such as dashboard&#44 consoles and door trims.</li><li>Remove Interior Cleanse from cloth by rinsing and remove Interior Cleanse from interior by re-wiping.</li></ol></div>",Final Inspection,Y,\N
JAF500,Jaffa (General Purpose Cleaner) 5ooml,12.0000,10.7500,7.9500,jaffa-500ml.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">Jaffa (General Purpose Cleaner) 500ml</span><span class=\""tigFIProductDescriptionBlock\""><p>Jaffa Citrus Degreaser delivers fast and perfect results whilst extra safe on all exterior materials </p></span><img class=\""tigFIProductDescriptionInlinePhoto\"" alt=\""Jaffa (General Purpose Cleaner) 500ml - Tigersoft Performance\"" title=\""Jaffa (General Purpose Cleaner) 500ml - Tigersoft Performance\"" src=\""images/Jaffa_01.jpg\""></img><span class=\""tigFIProductDescriptionBlock\""><p>Jaffa is a citrus-based&#44 high foaming and long dwelling general purpose degreaser/cleaner for removing bugs and general dirt and grime from exterior surfaces as well as wheel arches&#44 engine bays and wheels themselves.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Clean tyre treads for shows for the new tyre look.  Clean tyre sidewalls to remove old dressing and allow new dressing to pentrate&#44 reducing slinging.</p></span><span class=\""tigFIProductDescriptionBlockHeader\""><p>Directions</p></span><ol class=\""tigFIProductDescriptionOrderedList\"" ><li>For best results&#44 spray a few pumps of Jaffa™ onto an area of a wet vehicle such as front bumper bar to remove bugs</li><li>Allow product to dwell but not dry&#44 never allow Jaffa to dry.  Agitate if necessary.</li><li>Rinse (high pressure recommended) to remove debris such as bugs and wash vehicle as usual.</li></ol></div>",Final Inspection,Y,\N
LUBE500,Clay Lube 5ooml,12.0000,10.7500,7.5200,lube500_1.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">Clay Lube 500ml</span><span class=\""tigFIProductDescriptionBlock\""><p>Clay Lube provides Suspending & Lubricating protection during the claying process.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>It minimises contact with the paint surface which minimises marring whilst allowing the Clay bar to capture contaminants sitting above the surface. Clay Lube also lightly cleans the surface and helps to keep clay bars clean and soft/pliable.</p></span><span class=\""tigFIProductDescriptionBlockHeader\""><p>Directions</p></span><span class=\""tigFIProductDescriptionBlock\""><p>It is important to soak your cloths in water with a little peppermint immediately after use.  Especially after using Microfibre or NanoFibre with products that will harden around fibres such as sealants and waxes&#44 it is extrememly importnat to immediately soak your cloths in a solution of (preferably warm) water and Peppermint to stop the waxes from bonding to the fibres.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Final Inspection recommend preparing a bucket of 5-15Litres of water (depending on how many cloths will be soaked) with 2-6 caps of Peppermint disolved in it before starting any detailing work and saturating and soaking  cloths as soon as possible after use&#44 especially with waxes before washing. Clothes can be soaked overnight.  This process will significantly assist in avoiding hardening fibres.</p></span><ol class=\""tigFIProductDescriptionOrderedList\"" ><li>Clay can ONLY be used on Paintwork&#44 Glass & Chrome.</li><li>Surfaces must be clean before use. We highly recommend thoroughly washing entire vehicle directly prior to decontaminating surfaces with Clay.</li><li>Mist panel thoroughly with Lubricant and mist Clay also. Don’t under use Clay Lube to avoid dry-rubbing and subsequent marring.</li><li>Work 1 panel at a time and immediately remove Lube with a Nanofibre Paintwork Cloth. Only Clay panels that are cool to touch to avoid Lubricant drying onto surface. Mist inside of Clay Box to help stop Clay Bar from sticking to internal storage surfaces.</li></ol><span class=\""tigFIProductDescriptionBlockHeader\""><p>IMPORTANT</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Clay must be discarded if dropped onto ground or placed on a dirty surface. To avoid having to discard entire clay bar if dropped&#44 dissect into smaller pieces prior to use. Clay should be rested on a clean cloth or in its’ storage box when not in use.</p></span></div>",Final Inspection,Y,\N
OPT500,Optic 5ooml,12.0000,10.7500,7.8700,optic-5oo_2.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">Optic Glass Cleaner 5ooml</span><span class=\""tigFIProductDescriptionBlock\""><p>The world's best glass cleaner&#44 fast&#44 effective and safe on tint and polycarbonate. No Ammonia Content. Designed to work with the Final Inspection Glass System for consistently perfect results.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Optic™ glass cleaning solution is your safe&#44 quick and easy-to-use glass cleaning solution. Works best in conjunction with the Final Inspection Glass System for outstanding results&#44 however will of course improve the cleaning power of any microfibre glass cleaning cloth. Optic™ is made form the highest quality raw materials and is free of any window tint damaging ingredients.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Optic™ glass cleaning solution delivers perfect results on all types of glass&#44 tinting films&#44 Chromed / Electroplated badges&#44 trim and bars</p></span><span class=\""tigFIProductDescriptionBlockHeader\""><p>Directions: Best Method</p></span><ol class=\""tigFIProductDescriptionOrderedList\"" ><li>Spray a couple on pumps of Optic onto a Final Inspection step 1 (dark green) glass cloth and wipe area until clean.</li><li>Follow immediately with a completely dry Final Inspection Step 2 (light green) glass cloth and wipe until almost dry</li><li>Allow a small amount of product to evaporate to a streak-free finish.</li></ol><span class=\""tigFIProductDescriptionBlockHeader\""><p>Directions: Alternate Method</p></span><span class=\""tigFIProductDescriptionBlock\""><p>For almost clean glass&#44 spray Optic onto a dry Final Inspection step 2 (light green) glass cloth and wipe until dry.</p></span></div>",Final Inspection,Y,\N
ORANGEHD-90,90mm HD Medium Cutting Pad,12.0000,10.7500,7.1600,90mm-hd-01.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">90mm Medium Cut Foam Pad (HD)</span><span class=\""tigFIProductDescriptionBlock\""><p>Medium cutting foam pad&#44 also the perfect one-stepping pad choice. This Orange HD (High Density) foam yields an extremely long life from it's generous 30mm thickness.</p></span><img class=\""tigFIProductDescriptionInlinePhoto\"" alt=\""90mm Medium Cut Foam Pad (HD) - Tigersoft Performance\"" title=\""90mm Medium Cut Foam Pad (HD) - Tigersoft Performance\"" src=\""images/_FI44426.jpg\""></img><span class=\""tigFIProductDescriptionBlock\""><p>Closed cell&#44 high density&#44 very high quality foam only used to create the Final Inspection Orange HD foam pad</p></span></div>",Final Inspection,Y,\N
PAINTNF-H,Paintwork Cloth,12.0000,10.7500,7.8800,paint_nf_01.jpg,"<div id=\""tigFIProductDescription\""><span class=\""tigFIProductDescriptionTitle\"">Paintwork NanoFibre Cloth</span><span class=\""tigFIProductDescriptionBlock\""><p>Introducing the world's best paintwork cloth&#44 an exceptionally high quality&#44 400 gsm&#44 40 x 40cm NanoFibre cloth perfect for use with quick detailers/spritzers such as Gloss Boost&#44 to remove polish residue&#44 with decontamination products to remove lubricants and to buff excess waxes & sealants during application.</p></span><span class=\""tigFIProductDescriptionBlock\""><p>Our NanoFibre Paintwork Cloth features hand-sewn pure NanoFibre edging&#44 not rayon or cotton and no edge-less heat sealing. Consisting of 80% nano polyester fibre for ultra efficient cleaning and absorption around a (20%) polyamide core&#44 our Paintwork NanoFibre Cloth has superlative absorption performance with an efficient cleaning action and is very gentle on any soft high gloss suface.</p></span><span class=\""tigFIProductDescriptionBlockHeader\""><p>Quality</p></span><span class=\""tigFIProductDescriptionBlock\""><p>This NanoFibre Paintwork Cloth consists of a 100% NanoFibre cloth&#44 hand-sewn with 100% NanoFibre over-locked edges and constructed with the superior build quality expected of any Final Inspection product.</p></span><img class=\""tigFIProductDescriptionInlinePhoto\"" alt=\""Paintwork NanoFibre Cloth - Tigersoft Performance\"" title=\""Paintwork NanoFibre Cloth - Tigersoft Performance\"" src=\""images/Paint_NF_07.jpg\""></img><span class=\""tigFIProductDescriptionBlock\""><p>Specifications</p></span><p><strong>Yarn Denier:</strong> 0.01</p><p><strong>Yarn Type:</strong> Multi Split</p><p><strong>GSM:</strong> 400</p><p><strong>Density:</strong> ~150&#44 000 f/mm</p><p><strong>Weave:</strong> Tight Hook </p><p><strong>Size:</strong> 400 x 400mm (~15.7 x 15.7in)</p><p><strong>Edge:</strong> External (Hand Sewn NanoFibre)</p><p><strong>Colour:</strong> Orange</p><p><strong>Packaging:</strong> Re-usable plastic box</p></div>",Final Inspection,Y,\N
